Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1043,1995,NBA,2,43,MIL,Eric Snow\snower01,22.070,G,us,Michigan State University,1996,2008,846,27.3,6.8,2.5,5.0,1.2,0.1,.424,.436,.208,.763,43.4,.090
1044,1995,NBA,2,44,DEN,Anthony Pelle,,,,California State University Fresno,,,,,,,,,,,,,,,
1045,1995,NBA,2,45,ATL,Troy Brown,,,,Providence College,,,,,,,,,,,,,,,
1046,1995,NBA,2,46,MIA,George Banks,,,,University of Texas at El Paso,,,,,,,,,,,,,,,
1047,1995,NBA,2,47,SAC,Tyus Edney\edneyty01,22.139,G,us,University of California Los Angeles,1996,2001,226,21.0,7.6,1.7,4.0,1.0,0.0,.405,.419,.322,.806,6.8,.068
1048,1995,NBA,2,48,MIN,Mark Davis\davisma02,22.068,G-F,us,Texas Tech University,1996,2000,230,16.0,5.5,3.0,1.3,0.9,0.3,.442,.465,.246,.655,2.3,.030
1049,1995,NBA,2,49,MIN,Jerome Allen\allenje01,22.156,G,us,University of Pennsylvania,1996,1997,117,11.2,2.9,1.1,1.7,0.4,0.1,.350,.370,.317,.630,0.2,.006
1050,1995,NBA,2,50,GSW,Martin Lewis\lewisma01,20.066,F,us,Seward County Community College,1996,1997,25,9.6,3.6,1.4,0.3,0.4,0.2,.473,.500,.300,.593,0.1,.026
1051,1995,NBA,2,51,SAC,Dejan Bodiroga,,,,,,,,,,,,,,,,,,,
1052,1995,NBA,2,52,IND,Fred Hoiberg\hoibefr01,22.261,G,us,Iowa State University,1996,2005,541,18.4,5.4,2.7,1.6,0.8,0.1,.431,.456,.396,.854,27.6,.133
1053,1995,NBA,2,53,LAC,Constantin Popa,,,,University of Miami,,,,,,,,,,,,,,,
1054,1995,NBA,2,54,SEA,Aurelijius Zukauskas,,,,,,,,,,,,,,,,,,,
1055,1995,NBA,2,55,GSW,Michael McDonald\mcdonmi01,26.141,C,us,University of New Orleans,1998,1998,1,4.0,0.0,1.0,0.0,0.0,0.0,,,,,-0.1,-0.638
1056,1995,NBA,2,56,PHO,Chris Carr\carrch01,21.113,G,us,Southern Illinois University,1996,2001,297,15.2,6.7,2.2,1.0,0.3,0.2,.416,.445,.338,.807,3.9,.042
1057,1995,NBA,2,57,ATL,Cuonzo Martin\marticu01,23.284,G-F,us,Purdue University,1996,1997,7,4.6,1.3,0.4,0.4,0.1,0.0,.250,.000,.600,.000,-0.1,-0.151
1058,1995,NBA,2,58,DET,Don Reid\reiddo01,21.185,F,us,Georgetown University,1996,2003,403,13.3,3.6,2.9,0.4,0.5,0.7,.530,.531,.000,.658,13.7,.123
1059,1994,NBA,1,1,MIL,Glenn Robinson\robingl01,21.175,F,us,Purdue University,1995,2005,688,36.8,20.7,6.1,2.7,1.2,0.6,.459,.480,.340,.820,39.8,.075
1060,1994,NBA,1,2,DAL,Jason Kidd\kiddja01,21.103,G,us,University of California,1995,2013,1391,36.0,12.6,6.3,8.7,1.9,0.3,.400,.429,.349,.785,138.6,.133
1061,1994,NBA,1,3,DET,Grant Hill\hillgr01,21.272,F-G,us,Duke University,1995,2013,1026,33.9,16.7,6.0,4.1,1.2,0.6,.483,.493,.314,.769,99.9,.138
1062,1994,NBA,1,4,MIN,Donyell Marshall\marshdo01,21.047,F,us,University of Connecticut,1995,2009,957,26.2,11.2,6.7,1.4,0.8,0.9,.435,.468,.350,.731,59.0,.113
1063,1994,NBA,1,5,WSB,Juwan Howard\howarju01,21.147,F,us,University of Michigan,1995,2013,1208,30.3,13.4,6.1,2.2,0.7,0.3,.469,.470,.120,.764,59.4,.078
1064,1994,NBA,1,6,PHI,Sharone Wright\wrighsh01,21.155,F-C,us,Clemson University,1995,1998,203,22.3,9.7,5.0,0.6,0.4,1.0,.456,.458,.083,.618,1.4,.015
1065,1994,NBA,1,7,LAC,Lamond Murray\murrala01,21.075,F,us,University of California,1995,2006,736,25.1,11.3,4.1,1.3,0.9,0.4,.430,.447,.360,.759,19.8,.052
1066,1994,NBA,1,8,SAC,Brian Grant\grantbr01,22.121,F,us,Xavier University,1995,2006,756,28.3,10.5,7.4,1.2,0.6,0.7,.490,.491,.214,.746,54.5,.122
1067,1994,NBA,1,9,BOS,Eric Montross\montrer01,22.285,C,us,University of North Carolina,1995,2002,465,18.2,4.5,4.6,0.4,0.3,0.6,.490,.491,.000,.478,8.5,.048
1068,1994,NBA,1,10,LAL,Eddie Jones\jonesed02,22.258,G-F,us,Temple University,1995,2008,954,34.4,14.8,4.0,2.9,1.7,0.6,.437,.474,.373,.809,100.6,.147
1069,1994,NBA,1,11,SEA,Carlos Rogers\rogerca01,23.149,C-F,us,Tennessee State University,1995,2002,298,19.0,7.4,4.3,0.6,0.4,0.8,.536,.558,.258,.562,11.1,.095
1070,1994,NBA,1,12,MIA,Khalid Reeves\reevekh01,21.354,G,us,University of Arizona,1995,2000,277,21.1,7.8,2.1,3.2,0.8,0.1,.416,.446,.363,.744,8.4,.069
1071,1994,NBA,1,13,DEN,Jalen Rose\roseja01,21.155,G-F,us,University of Michigan,1995,2007,923,30.3,14.3,3.5,3.8,0.8,0.3,.443,.464,.355,.801,47.2,.081
1072,1994,NBA,1,14,NJN,Yinka Dare\dareyi01,21.267,C,ng,George Washington University,1995,1998,110,9.1,2.1,2.6,0.0,0.1,0.6,.396,.396,,.570,-0.7,-0.033
1073,1994,NBA,1,15,IND,Eric Piatkowski\piatker01,23.278,G-F,us,University of Nebraska,1995,2008,789,18.5,7.5,2.2,1.0,0.5,0.1,.434,.464,.399,.839,31.0,.102
1074,1994,NBA,1,16,GSW,Clifford Rozier\roziecl01,21.246,C-F,us,University of Louisville,1995,1998,173,17.2,4.8,5.2,0.6,0.5,0.7,.496,.501,.182,.465,3.9,.063
1075,1994,NBA,1,17,POR,Aaron McKie\mckieaa01,21.275,G,us,Temple University,1995,2007,793,24.2,7.4,3.3,2.7,1.2,0.2,.438,.461,.350,.779,40.0,.100
1076,1994,NBA,1,18,MIL,Eric Mobley\mobleer01,24.154,C,us,University of Pittsburgh,1995,1997,113,13.9,3.9,3.1,0.5,0.2,0.5,.541,.538,.750,.475,1.1,.034
1077,1994,NBA,1,19,DAL,Tony Dumas\dumasto01,21.313,G,us,University of Missouri-Kansas City,1995,1998,156,14.2,7.3,1.3,1.2,0.4,0.1,.404,.438,.327,.608,1.3,.027
1078,1994,NBA,1,20,PHI,B.J. Tyler\tylerbj01,23.066,G,us,University of Texas at Austin,1995,1995,55,14.7,3.5,1.1,3.2,0.7,0.0,.381,.406,.314,.700,-0.7,-0.039
1079,1994,NBA,1,21,CHI,Dickey Simpkins\simpkdi01,22.089,F,us,Providence College,1995,2002,327,15.9,4.2,3.6,0.9,0.3,0.2,.440,.442,.222,.618,4.7,.044
1080,1994,NBA,1,22,SAS,Bill Curley\curlebi01,22.036,F,us,Boston College,1995,2001,147,11.0,2.7,2.0,0.4,0.4,0.3,.444,.449,.222,.743,1.6,.047
1081,1994,NBA,1,23,PHO,Wesley Person\persowe01,23.099,G,us,Auburn University,1995,2005,733,28.3,11.2,3.3,1.7,0.8,0.3,.457,.484,.418,.778,44.0,.102
1082,1994,NBA,1,24,NYK,Monty Williams\willimo01,22.270,F,us,University of Notre Dame,1995,2003,456,16.7,6.3,2.8,1.2,0.6,0.3,.481,.487,.111,.665,11.4,.072
1083,1994,NBA,1,25,LAC,Greg Minor\minorgr01,22.290,G-F,us,University of Louisville,1995,1999,277,18.6,6.9,2.7,1.4,0.6,0.2,.478,.495,.226,.767,8.2,.077
1084,1994,NBA,1,26,NYK,Charlie Ward\wardch01,23.266,G,us,Florida State University,1995,2005,630,22.3,6.3,2.6,4.0,1.2,0.2,.408,.455,.364,.771,33.0,.113
1085,1994,NBA,1,27,ORL,Brooks Thompson\thompbr01,23.351,G,us,Oklahoma State University,1995,1998,168,10.2,4.5,0.9,1.7,0.5,0.0,.409,.456,.376,.647,2.0,.057
1086,1994,NBA,2,28,DAL,Deon Thomas,,,,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,
1087,1994,NBA,2,29,PHO,Antonio Lang\langan02,22.050,F-G,us,Duke University,1995,2000,143,9.8,2.3,1.5,0.3,0.4,0.3,.455,.469,.000,.719,1.7,.057
1088,1994,NBA,2,30,MIN,Howard Eisley\eisleho01,21.212,G,us,Boston College,1995,2006,786,20.4,6.5,1.7,3.5,0.7,0.1,.407,.434,.350,.827,19.5,.058
1089,1994,NBA,2,31,ORL,Rodney Dent,,,,University of Kentucky,,,,,,,,,,,,,,,
1090,1994,NBA,2,32,WSB,Jim McIlvaine\mcilvji01,21.339,C,us,Marquette University,1995,2001,401,14.8,2.7,3.1,0.3,0.3,1.7,.446,.450,.100,.551,9.4,.076
1091,1994,NBA,2,33,PHI,Derrick Alston\alstode01,21.318,F,us,Duquesne University,1995,1997,139,19.1,5.4,3.8,0.7,0.7,0.6,.489,.493,.143,.487,2.6,.047
1092,1994,NBA,2,34,ATL,Gaylon Nickerson\nickega01,25.150,G,us,Northwestern Oklahoma State University,1997,1997,4,10.5,3.8,1.3,0.3,0.3,0.3,.333,.400,.000,1.000,0.1,.076
1093,1994,NBA,2,35,SAC,Michael Smith\smithmi02,22.098,F,us,Providence College,1995,2001,449,23.5,5.6,7.1,1.5,0.8,0.6,.538,.539,.143,.529,23.4,.107
1094,1994,NBA,2,36,BOS,Andrei Fetisov,,,,,,,,,,,,,,,,,,,
1095,1994,NBA,2,37,SEA,Dontonio Wingfield\wingfdo01,20.011,F,us,University of Cincinnati,1995,1998,114,10.1,3.7,2.4,0.7,0.3,0.1,.389,.437,.309,.721,1.8,.074
1096,1994,NBA,2,38,CHH,Darrin Hancock\hancoda01,22.244,G-F,us,University of Kansas,1995,1997,133,10.5,3.5,1.3,0.7,0.4,0.1,.530,.533,.333,.579,1.1,.038
1097,1994,NBA,2,39,GSW,Anthony Miller\millean01,22.256,F,us,Michigan State University,1995,2005,181,9.0,2.8,2.7,0.4,0.3,0.1,.510,.516,.250,.576,3.8,.110
1098,1994,NBA,2,40,MIA,Jeff Webster\webstje01,23.136,F,us,University of Oklahoma,1996,1996,11,5.3,1.6,0.6,0.3,0.4,0.0,.348,.353,.333,,0.0,-0.030
1099,1994,NBA,2,41,IND,William Njoku,,,,,,,,,,,,,,,,,,,
1100,1994,NBA,2,42,CLE,Gary Collier,,,,University of Tulsa,,,,,,,,,,,,,,,
1101,1994,NBA,2,43,POR,Shawnelle Scott\scottsh01,22.018,C,us,St. John's University,1997,2002,105,6.0,1.8,2.2,0.2,0.1,0.2,.464,.464,,.465,1.3,.101
1102,1994,NBA,2,44,IND,Damon Bailey,,,,Indiana University,,,,,,,,,,,,,,,
1103,1994,NBA,2,45,GSW,Dwayne Morton\mortodw01,22.331,F,us,University of Louisville,1995,1995,41,9.6,4.1,1.4,0.4,0.3,0.4,.388,.394,.360,.682,0.2,.025
1104,1994,NBA,2,46,MIL,Voshon Lenard\lenarvo01,21.051,G,us,University of Minnesota,1996,2006,565,27.2,11.9,2.8,2.1,0.8,0.2,.415,.436,.384,.787,29.6,.093
1105,1994,NBA,2,47,UTA,Jamie Watson\watsoja01,22.132,F,us,University of South Carolina,1995,1999,102,12.2,3.2,1.5,1.1,0.6,0.2,.468,.494,.316,.694,1.2,.045
1106,1994,NBA,2,48,DET,Jevon Crudup,,,,University of Missouri,,,,,,,,,,,,,,,
1107,1994,NBA,2,49,CHI,Kris Bruton,,,,Benedict College,,,,,,,,,,,,,,,
1108,1994,NBA,2,50,PHO,Charles Claxton\claxtch01,23.204,C,vi,University of Georgia,1996,1996,3,2.3,0.7,0.7,0.0,0.0,0.3,.500,.500,,.000,0.0,-0.179
1109,1994,NBA,2,51,SAC,Lawrence Funderburke\fundela01,23.202,F,us,Ohio State University,1998,2005,318,14.9,6.4,3.6,0.6,0.3,0.3,.506,.510,.118,.675,12.9,.131
1110,1994,NBA,2,52,PHO,Anthony Goldwire\goldwan01,22.302,G,us,University of Houston,1996,2006,266,18.6,6.3,1.3,2.8,0.6,0.0,.407,.419,.386,.792,6.4,.062
1111,1994,NBA,2,53,HOU,Albert Burditt,,,,University of Texas at Austin,,,,,,,,,,,,,,,
1112,1994,NBA,2,54,SEA,Zeljko Rebraca\rebraze01,22.086,C,rs,,2002,2006,215,15.3,5.9,3.2,0.4,0.3,0.7,.527,.527,,.792,8.3,.121
1113,1993,NBA,1,1,ORL,Chris Webber\webbech01,20.126,F-C,us,University of Michigan,1994,2008,831,37.1,20.7,9.8,4.2,1.4,1.4,.479,.490,.299,.649,84.7,.132
1114,1993,NBA,1,2,PHI,Shawn Bradley\bradlsh01,21.105,C,de,Brigham Young University,1994,2005,832,23.5,8.1,6.3,0.7,0.6,2.5,.457,.459,.103,.716,40.7,.100
1115,1993,NBA,1,3,GSW,Anfernee Hardaway\hardaan01,21.353,G-F,us,University of Memphis,1994,2008,704,33.7,15.2,4.5,5.0,1.6,0.4,.458,.489,.316,.774,61.9,.125
1116,1993,NBA,1,4,DAL,Jamal Mashburn\mashbja01,20.218,F,us,University of Kentucky,1994,2004,611,37.3,19.1,5.4,4.0,1.0,0.2,.418,.439,.345,.766,43.7,.092
1117,1993,NBA,1,5,MIN,Isaiah Rider\rideris01,22.116,G,us,University of Nevada Las Vegas,1994,2002,563,31.7,16.7,3.8,2.7,0.7,0.2,.443,.471,.352,.812,22.8,.061
1118,1993,NBA,1,6,WSB,Calbert Cheaney\cheanca01,21.354,G-F,us,Indiana University,1994,2006,825,26.7,9.5,3.2,1.7,0.8,0.2,.466,.483,.298,.691,23.1,.050
1119,1993,NBA,1,7,SAC,Bobby Hurley\hurlebo01,22.008,G,us,Duke University,1994,1998,269,15.5,3.8,1.1,3.3,0.4,0.0,.353,.377,.272,.769,-1.2,-0.014
1120,1993,NBA,1,8,MIL,Vin Baker\bakervi01,21.225,F,us,University of Hartford,1994,2006,791,32.5,15.0,7.4,1.9,0.7,1.0,.485,.490,.215,.638,47.0,.088
1121,1993,NBA,1,9,DEN,Rodney Rogers\rogerro01,22.016,F,us,Wake Forest University,1994,2005,866,25.3,10.9,4.5,2.0,1.0,0.5,.451,.486,.347,.690,38.8,.085
1122,1993,NBA,1,10,DET,Lindsey Hunter\hunteli01,22.215,G,us,Jackson State University,1994,2010,937,24.8,8.5,2.2,2.7,1.2,0.2,.388,.405,.360,.746,32.9,.068
1123,1993,NBA,1,11,DET,Allan Houston\houstal01,22.077,G,us,University of Tennessee,1994,2005,839,33.7,17.3,2.9,2.4,0.7,0.2,.444,.460,.402,.863,55.3,.094
1124,1993,NBA,1,12,LAL,George Lynch\lynchge01,22.306,F,us,University of North Carolina,1994,2005,774,22.8,6.6,5.0,1.4,1.1,0.3,.446,.462,.306,.652,32.3,.088
1125,1993,NBA,1,13,LAC,Terry Dehere\deherte01,21.297,G,us,Seton Hall University,1994,1999,402,18.2,8.0,1.5,2.6,0.5,0.1,.411,.427,.378,.779,7.3,.048
1126,1993,NBA,1,14,IND,Scott Haskin\haskisc01,22.290,C-F,us,Oregon State University,1994,1994,27,6.9,2.0,2.0,0.2,0.1,0.6,.467,.467,,.684,0.3,.087
1127,1993,NBA,1,15,ATL,Doug Edwards\edwardo01,22.166,F,us,Florida State University,1994,1996,85,9.9,2.4,1.8,0.7,0.2,0.3,.378,.390,.000,.709,0.2,.013
1128,1993,NBA,1,16,NJN,Rex Walters\waltere01,23.116,G,us,University of Kansas,1994,2000,335,13.7,4.6,1.2,1.7,0.4,0.1,.441,.495,.361,.809,6.3,.066
1129,1993,NBA,1,17,CHH,Greg Graham\grahagr01,22.222,G,us,Indiana University,1994,1998,207,12.2,4.5,1.1,1.0,0.6,0.1,.407,.438,.290,.775,1.3,.025
1130,1993,NBA,1,18,UTA,Luther Wright\wrighlu01,21.287,C,us,Seton Hall University,1994,1994,15,6.1,1.3,0.7,0.0,0.1,0.1,.348,.364,.000,.750,-0.1,-0.064
1131,1993,NBA,1,19,BOS,Acie Earl\earlac01,23.013,F-C,us,University of Iowa,1994,1997,193,13.0,5.1,2.7,0.3,0.3,0.7,.403,.407,.000,.667,0.3,.005
1132,1993,NBA,1,20,CHH,Scott Burrell\burresc01,22.175,G-F,us,University of Connecticut,1994,2001,383,19.8,6.9,3.5,1.4,0.9,0.5,.418,.448,.373,.723,16.4,.104
1133,1993,NBA,1,21,POR,James Robinson\robinja02,22.309,G,us,University of Alabama,1994,2001,381,18.2,7.6,1.7,1.9,0.5,0.2,.394,.430,.348,.666,5.8,.040
1134,1993,NBA,1,22,CLE,Chris Mills\millsch01,23.162,F,us,University of Arizona,1994,2003,568,30.4,11.2,4.9,1.9,0.7,0.4,.432,.455,.351,.817,37.7,.105
1135,1993,NBA,1,23,SEA,Ervin Johnson\johnser02,25.198,C,us,University of New Orleans,1994,2006,845,20.1,4.1,6.1,0.5,0.6,1.3,.505,.507,.200,.605,37.8,.107
1136,1993,NBA,1,24,HOU,Sam Cassell\cassesa01,23.230,G,us,Florida State University,1994,2008,993,30.0,15.7,3.2,6.0,1.1,0.2,.454,.477,.331,.861,87.5,.141
1137,1993,NBA,1,25,CHI,Corie Blount\blounco01,24.183,F,us,University of Cincinnati,1994,2004,644,15.4,3.6,4.2,0.7,0.5,0.4,.471,.475,.115,.587,18.2,.088
1138,1993,NBA,1,26,ORL,Geert Hammink\hammige01,23.359,C,nl,Louisiana State University,1994,1996,8,3.4,1.8,0.9,0.3,0.0,0.0,.400,.400,,.667,0.1,.089
1139,1993,NBA,1,27,PHO,Malcolm Mackey\mackema01,22.360,F-C,us,Georgia Institute of Technology,1994,1994,22,3.1,1.5,1.1,0.0,0.0,0.1,.378,.400,.000,.500,0.1,.036
1140,1993,NBA,2,28,DAL,Lucious Harris\harrilu01,22.200,G,us,California State University Long Beach,1994,2005,800,19.6,7.2,2.3,1.4,0.7,0.1,.426,.448,.348,.790,28.7,.088
1141,1993,NBA,2,29,MIN,Sherron Mills,,,,Virginia Commonwealth University,,,,,,,,,,,,,,,
1142,1993,NBA,2,30,WSB,Gheorghe Muresan\muresgh01,22.142,C,ro,,1994,2000,307,21.9,9.8,6.4,0.5,0.6,1.5,.573,.574,.000,.644,19.0,.136
1143,1993,NBA,2,31,SAC,Evers Burns\burnsev01,21.316,F,us,University of Maryland,1994,1994,23,6.2,2.4,1.3,0.4,0.3,0.1,.400,.400,,.522,0.1,.020
1144,1993,NBA,2,32,PHI,Alphonso Ford\fordal01,21.248,G,us,Mississippi Valley State University,1994,1995,11,10.4,3.2,1.8,0.9,0.3,0.0,.308,.357,.100,.500,-0.4,-0.153
1145,1993,NBA,2,33,DAL,Eric Riley\rileyer01,23.034,C,us,University of Michigan,1994,1999,186,9.9,3.1,2.6,0.3,0.3,0.7,.456,.460,.000,.704,2.5,.066
1146,1993,NBA,2,34,GSW,Darnell Mee\meeda01,22.145,G,us,Western Kentucky University,1994,1995,40,7.3,1.9,0.9,0.5,0.4,0.3,.312,.348,.222,.444,-0.1,-0.020
1147,1993,NBA,2,35,MIA,Ed Stokes\stokeed01,21.306,C,us,University of Arizona,1998,1998,4,4.3,0.8,1.0,0.3,0.3,0.5,.333,.333,,.500,0.0,-0.077
1148,1993,NBA,2,36,NJN,John Best,,,,Tennessee Technological University,,,,,,,,,,,,,,,
1149,1993,NBA,2,37,LAL,Nick Van Exel\vanexni01,21.221,G,us,University of Cincinnati,1994,2006,880,32.9,14.4,2.9,6.6,0.8,0.1,.405,.433,.357,.794,55.9,.093
1150,1993,NBA,2,38,WSB,Conrad McRae,,,,Syracuse University,,,,,,,,,,,,,,,
1151,1993,NBA,2,39,IND,Thomas Hill,,,,Duke University,,,,,,,,,,,,,,,
1152,1993,NBA,2,40,ATL,Rich Manning\manniri01,23.013,C,us,University of Washington,1996,1997,55,9.3,3.3,1.7,0.2,0.1,0.1,.415,.416,.400,.643,-0.3,-0.028
1153,1993,NBA,2,41,CHI,Anthony Reed,,,,Tulane University,,,,,,,,,,,,,,,
1154,1993,NBA,2,42,SEA,Adonis Jordan\jordaad01,22.319,G,us,University of Kansas,1994,1999,10,9.7,2.1,0.6,2.2,0.3,0.1,.296,.333,.250,.500,0.0,-0.015
1155,1993,NBA,2,43,DEN,Josh Grant\grantjo01,25.334,F,us,University of Utah,1994,1994,53,7.2,3.0,1.7,0.5,0.3,0.2,.404,.494,.279,.759,0.5,.060
1156,1993,NBA,2,44,SAC,Alex Holcombe,,,,Baylor University,,,,,,,,,,,,,,,
1157,1993,NBA,2,45,UTA,Bryon Russell\russebr01,22.187,F,us,California State University Long Beach,1994,2006,841,23.5,7.9,3.5,1.3,1.0,0.2,.431,.465,.369,.750,47.4,.115
1158,1993,NBA,2,46,HOU,Richard Petruska\petruri01,24.162,C-F,sk,University of California Los Angeles,1994,1994,22,4.2,2.4,1.4,0.0,0.1,0.1,.435,.419,.467,.750,0.0,-0.014
1159,1993,NBA,2,47,SAS,Chris Whitney\whitnch01,21.274,G,us,Clemson University,1994,2004,579,17.4,6.5,1.4,2.8,0.6,0.1,.395,.427,.361,.875,21.2,.101
1160,1993,NBA,2,48,POR,Kevin Thompson\thompke01,22.149,C-F,us,North Carolina State University,1994,1994,14,4.1,0.9,0.9,0.2,0.0,0.1,.429,.462,.000,.500,0.0,-0.016
1161,1993,NBA,2,49,PHO,Mark Buford,,,,Mississippi Valley State University,,,,,,,,,,,,,,,
1162,1993,NBA,2,50,HOU,Marcelo Nicola,,,,,,,,,,,,,,,,,,,
1163,1993,NBA,2,51,IND,Spencer Dunkley,,,,University of Delaware,,,,,,,,,,,,,,,
1164,1993,NBA,2,52,SAC,Mike Peplowski\peplomi01,22.264,C,us,Michigan State University,1994,1996,68,10.4,2.9,2.6,0.4,0.3,0.4,.556,.560,.000,.531,1.0,.067
1165,1993,NBA,2,53,LAC,Leonard White,,,,Southern University and A&M College,,,,,,,,,,,,,,,
1166,1993,NBA,2,54,PHO,Byron Wilson,,,,University of Utah,,,,,,,,,,,,,,,
1167,1992,NBA,1,1,ORL,Shaquille O'Neal\onealsh01,20.115,C,us,Louisiana State University,1993,2011,1207,34.7,23.7,10.9,2.5,0.6,2.3,.582,.583,.045,.527,181.7,.208
1168,1992,NBA,1,2,CHH,Alonzo Mourning\mournal01,22.142,C,us,Georgetown University,1993,2008,838,31.0,17.1,8.5,1.1,0.5,2.8,.527,.530,.247,.692,89.7,.166
1169,1992,NBA,1,3,MIN,Christian Laettner\laettch01,22.317,F-C,us,Duke University,1993,2005,868,29.7,12.8,6.7,2.6,1.1,0.8,.480,.490,.261,.820,64.9,.121
1170,1992,NBA,1,4,DAL,Jim Jackson\jacksji01,21.259,G,us,Ohio State University,1993,2006,885,32.8,14.3,4.7,3.2,0.8,0.2,.428,.445,.365,.825,35.8,.059
1171,1992,NBA,1,5,DEN,LaPhonso Ellis\ellisla01,22.056,F,us,University of Notre Dame,1993,2003,624,28.2,11.9,6.5,1.6,0.7,0.8,.452,.473,.302,.730,32.8,.089
1172,1992,NBA,1,6,WSB,Tom Gugliotta\guglito01,22.193,F,us,North Carolina State University,1993,2005,763,30.9,13.0,7.3,2.8,1.4,0.6,.451,.467,.284,.757,40.2,.082
1173,1992,NBA,1,7,SAC,Walt Williams\williwa02,22.075,F-G,us,University of Maryland,1993,2003,708,26.6,11.8,3.9,2.3,0.9,0.6,.425,.451,.379,.743,33.9,.087
1174,1992,NBA,1,8,MIL,Todd Day\dayto01,22.174,G-F,us,University of Arkansas,1993,2001,483,25.3,12.3,3.4,1.5,1.1,0.6,.406,.435,.345,.739,17.5,.069
1175,1992,NBA,1,9,PHI,Clarence Weatherspoon\weathcl01,21.295,F,us,University of Southern Mississippi,1993,2005,915,30.3,11.5,7.5,1.5,1.0,0.9,.471,.473,.196,.743,58.4,.101
1176,1992,NBA,1,10,ATL,Adam Keefe\keefead01,22.128,F,us,Stanford University,1993,2001,617,16.7,5.0,4.1,0.7,0.5,0.3,.502,.505,.071,.714,24.9,.116
1177,1992,NBA,1,11,HOU,Robert Horry\horryro01,21.309,F,us,University of Alabama,1993,2008,1107,24.5,7.0,4.8,2.1,1.0,0.9,.425,.469,.341,.726,66.3,.118
1178,1992,NBA,1,12,MIA,Harold Miner\minerha01,21.056,G,us,University of Southern California,1993,1996,200,18.7,9.0,2.2,1.2,0.4,0.1,.460,.468,.311,.785,4.2,.053
1179,1992,NBA,1,13,DEN,Bryant Stith\stithbr01,21.202,G,us,University of Virginia,1993,2002,586,28.0,10.1,3.4,2.0,1.0,0.2,.424,.447,.329,.841,29.5,.086
1180,1992,NBA,1,14,IND,Malik Sealy\sealyma01,22.149,G,us,St. John's University,1993,2000,493,23.8,10.1,3.2,1.7,1.1,0.3,.426,.445,.292,.809,17.1,.070
1181,1992,NBA,1,15,LAL,Anthony Peeler\peelean01,22.217,G,us,University of Missouri,1993,2005,827,24.7,9.7,2.6,2.4,0.9,0.2,.427,.449,.384,.799,30.7,.072
1182,1992,NBA,1,16,LAC,Randy Woods\woodsra01,21.280,G,us,La Salle University,1993,1996,151,7.2,2.4,0.6,1.7,0.6,0.0,.340,.384,.305,.683,0.6,.026
1183,1992,NBA,1,17,SEA,Doug Christie\chrisdo01,22.052,G-F,us,Pepperdine University,1993,2007,827,31.5,11.2,4.1,3.6,1.9,0.5,.426,.456,.354,.821,55.7,.102
1184,1992,NBA,1,18,SAS,Tracy Murray\murratr01,20.340,F,us,University of California Los Angeles,1993,2004,659,18.4,9.0,2.5,0.8,0.5,0.2,.430,.457,.388,.829,24.1,.096
1185,1992,NBA,1,19,DET,Don MacLean\macledo01,22.165,F,us,University of California Los Angeles,1993,2001,319,20.9,10.9,3.8,1.3,0.4,0.2,.455,.467,.284,.765,9.4,.067
1186,1992,NBA,1,20,NYK,Hubert Davis\davishu01,22.044,G,us,University of North Carolina,1993,2004,685,22.1,8.2,1.5,1.7,0.4,0.1,.458,.468,.441,.837,27.7,.088
1187,1992,NBA,1,21,BOS,Jon Barry\barryjo01,22.340,G,us,Georgia Institute of Technology,1993,2006,821,16.9,5.7,1.8,2.2,0.9,0.1,.434,.470,.392,.848,37.2,.129
1188,1992,NBA,1,22,PHO,Oliver Miller\milleol01,22.085,C,us,University of Arkansas,1993,2004,493,23.0,7.4,5.9,2.2,0.9,1.5,.534,.541,.116,.639,21.1,.089
1189,1992,NBA,1,23,MIL,Lee Mayberry\maybele01,22.018,G,us,University of Arkansas,1993,1999,496,20.8,5.1,1.3,3.6,0.7,0.1,.415,.446,.377,.659,7.9,.036
1190,1992,NBA,1,24,GSW,Latrell Sprewell\sprewla01,21.295,G,us,University of Alabama,1993,2005,913,38.6,18.3,4.1,4.0,1.4,0.4,.425,.451,.337,.804,56.3,.077
1191,1992,NBA,1,25,LAC,Elmore Spencer\spencel01,22.206,C,us,University of Nevada Las Vegas,1993,1997,157,16.8,5.9,3.5,0.7,0.3,1.1,.516,.518,.000,.580,0.0,.001
1192,1992,NBA,1,26,POR,Dave Johnson\johnsda01,21.226,G-F,us,Syracuse University,1993,1994,59,8.1,3.5,1.1,0.3,0.2,0.0,.365,.378,.200,.663,-0.3,-0.032
1193,1992,NBA,1,27,CHI,Byron Houston\houstby01,22.220,F,us,Oklahoma State University,1993,1996,214,12.5,3.9,3.0,0.5,0.5,0.4,.456,.468,.256,.676,3.9,.069
1194,1992,NBA,2,28,MIN,Marlon Maxey\maxeyma01,23.131,F,us,University of Texas at El Paso,1993,1994,98,11.7,4.9,3.7,0.2,0.3,0.5,.542,.547,.000,.685,2.6,.109
1195,1992,NBA,2,29,NJN,P.J. Brown\brownpj01,22.259,F-C,us,Louisiana Tech University,1994,2008,1089,31.1,9.1,7.7,1.5,0.8,1.0,.460,.463,.136,.794,89.8,.128
